participant,ResponseID,ResponseID,Q_TotalDuration,eise_c,eise_s,ad01,ad02,ad03,ad04,ad05,ad06,ad07,ad08,ad09,ad10,ad11,ad12,ad13,ad14,ad15,ad16,ad17,ad18,ad19,ad20,ad21,ad22,ad23,ad24,ad25,ad26,ad27,ad28,ad29,ad30,ad31,ad32,ad33,ad34,ad35,ad36,ad37,ad38,ad39,ad40,ad41,ad42,ad43,ad44,ad45,ad46,ad47,ad48,ad49,ad50,ad51,ad52,ad53,ad54,ad55,ad56,ad57,ad58,ad59,ad60,ad61,ad62,ad63,ad64,ad65,ad66,ad67,ad68,ad69,ad70,ad71,ad72,ad73,ad74,ad75,ad76,ad77,ad78,catch1,catch2,Q16,prev_exp,prev_last,prev_first,prev_freq,rel_exp,rel_skill,avg_perf_1_TEXT,input,input_TEXT,browser,browser_TEXT,age,gender,catch,catch_TEXT,language,language_TEXT,bugreport,hyp,comments,HITcode,DO-BL-Advice,exclude,exclude_why,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_15,r_16,r_17,r_18,r_19,r_20,r_21,r_22,r_23,r_24,r_25,r_26,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26
238,R_PMoPFRYCfhw5muZ,R_PMoPFRYCfhw5muZ,409,C9xVWZy8zP,15,4,NA,4,NA,NA,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,4,NA,NA,NA,4,4,NA,NA,4,NA,4,NA,NA,NA,NA,NA,4,NA,NA,4,4,NA,NA,4,4,4,4,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,4,4,1,"Yes, I've played some version of this game before",Within the last year,Within the last 5 years,A few times a month,As experienced,I was as skilled as most people,30,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,25,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,peoples ability to make words,NA,1,ad49|ad12|ad30|ad57|ad77|ad35|ad64|ad46|ad34|ad06|catch1|ad08|ad55|ad62|ad53|ad38|ad75|ad01|ad25|ad18|ad50|catch2|ad54|ad07|ad03|ad56|ad24|ad40,NA,NA,ad49,ad12,ad30,ad57,ad77,ad35,ad64,ad46,ad34,ad06,ad08,ad55,ad62,ad53,ad38,ad75,ad01,ad25,ad18,ad50,ad54,ad07,ad03,ad56,ad24,ad40,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
233,R_Q4xfH5sG54etjSV,R_Q4xfH5sG54etjSV,713,B8n6RL367K,13,NA,5,3,NA,2,NA,5,NA,3,5,NA,NA,3,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,5,5,NA,NA,NA,5,5,NA,NA,2,5,NA,NA,NA,NA,4,NA,5,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,NA,NA,NA,5,NA,5,NA,4,4,1,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,As experienced,I was more skilled than most people,5,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,44,Male,Other,trout,"Yes, I only spoke English growing up",NA,an error box popped up after the game and questions.  but it took me back to the classification questions and seemed to not have messed things up,dunno,no,1,ad53|ad75|ad21|ad36|ad03|ad46|ad10|ad09|ad42|ad69|catch1|ad16|ad02|ad05|ad77|ad34|ad37|ad70|ad07|ad41|ad55|catch2|ad13|ad33|ad71|ad51|ad57|ad45,NA,NA,ad53,ad75,ad21,ad36,ad03,ad46,ad10,ad09,ad42,ad69,ad16,ad02,ad05,ad77,ad34,ad37,ad70,ad07,ad41,ad55,ad13,ad33,ad71,ad51,ad57,ad45,5,5,2,5,3,5,5,3,5,5,5,5,2,5,5,5,4,5,5,5,3,3,3,4,3,2
315,R_QgjHfbP8cimRUoF,R_QgjHfbP8cimRUoF,504,faMlEd2rbe,11,5,NA,6,4,4,NA,NA,NA,NA,NA,2,NA,4,4,NA,NA,NA,5,NA,1,NA,6,NA,4,NA,5,5,NA,NA,5,NA,NA,NA,6,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,5,5,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,5,3,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was less skilled than most people,20,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,29,Male,Other,trout,"Yes, I only spoke English growing up",NA,nope,Quick thinking,NA,1,ad77|ad62|ad13|ad78|ad18|ad05|ad14|ad63|ad20|ad27|catch1|ad37|ad01|ad26|ad36|ad56|ad50|ad11|ad24|ad03|ad22|catch2|ad34|ad72|ad30|ad64|ad04|ad74,NA,NA,ad77,ad62,ad13,ad78,ad18,ad05,ad14,ad63,ad20,ad27,ad37,ad01,ad26,ad36,ad56,ad50,ad11,ad24,ad03,ad22,ad34,ad72,ad30,ad64,ad04,ad74,5,6,4,3,5,4,4,5,1,5,5,5,5,3,2,5,2,4,6,6,6,6,5,5,4,4
195,R_qO5OQeegZr0GCFX,R_qO5OQeegZr0GCFX,795,1EC5O6aRd,1,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,2,NA,1,5,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,3,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,3,NA,NA,3,NA,NA,NA,NA,4,3,NA,4,5,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,2,4,4,2,NA,4,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,Less experienced,I was less skilled than most people,1,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,24,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,cognitive abilities ,none ,1,ad56|ad33|ad57|ad60|ad23|ad31|ad45|ad09|ad15|ad59|catch1|ad75|ad48|ad05|ad72|ad27|ad29|ad77|ad12|ad64|ad73|catch2|ad42|ad68|ad14|ad51|ad74|ad17,NA,NA,ad56,ad33,ad57,ad60,ad23,ad31,ad45,ad09,ad15,ad59,ad75,ad48,ad05,ad72,ad27,ad29,ad77,ad12,ad64,ad73,ad42,ad68,ad14,ad51,ad74,ad17,4,5,3,5,2,3,5,6,5,4,2,3,5,2,5,3,4,2,6,4,2,6,1,3,4,2
284,R_qUbtThto4ttBG2B,R_qUbtThto4ttBG2B,682,mfmHob3PsG,3,5,6,NA,6,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,4,7,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,6,NA,7,NA,5,NA,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,4,NA,NA,NA,6,6,7,2,NA,NA,4,NA,NA,NA,NA,6,NA,NA,6,NA,3,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was less skilled than most people,5,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,26,Male,Other,trout,"Yes, I only spoke English growing up",NA,NA,I feel that it is about searching for solutions to puzzles.,NA,1,ad40|ad27|ad57|ad75|ad63|ad61|ad38|ad01|ad02|ad62|catch1|ad34|ad36|ad07|ad42|ad72|ad20|ad04|ad54|ad67|ad18|catch2|ad21|ad19|ad64|ad24|ad22|ad77,NA,NA,ad40,ad27,ad57,ad75,ad63,ad61,ad38,ad01,ad02,ad62,ad34,ad36,ad07,ad42,ad72,ad20,ad04,ad54,ad67,ad18,ad21,ad19,ad64,ad24,ad22,ad77,5,6,4,6,7,6,5,5,6,6,6,7,7,6,6,5,6,7,4,6,4,6,2,6,7,3
294,R_qyyM5skjeo1nGCt,R_qyyM5skjeo1nGCt,646,ViCJMm6rQ,7,NA,5,NA,4,NA,NA,NA,NA,NA,6,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,6,NA,7,NA,NA,NA,3,NA,5,3,NA,NA,NA,4,NA,NA,NA,5,NA,NA,6,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,6,NA,NA,NA,6,NA,NA,6,NA,NA,NA,6,4,6,5,4,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a month,As experienced,I was as skilled as most people,6,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,27,Male,Other,trout,"Yes, I only spoke English growing up",NA,None,"This survey was about whether or not certain ""tips"" were useful for a game",NA,1,ad02|ad28|ad76|ad13|ad57|ad61|ad22|ad43|ad72|ad68|catch1|ad42|ad31|ad35|ad65|ad59|ad45|ad75|ad39|ad16|ad30|catch2|ad24|ad74|ad04|ad73|ad44|ad10,NA,NA,ad02,ad28,ad76,ad13,ad57,ad61,ad22,ad43,ad72,ad68,ad42,ad31,ad35,ad65,ad59,ad45,ad75,ad39,ad16,ad30,ad24,ad74,ad04,ad73,ad44,ad10,5,3,4,4,6,6,6,6,6,6,6,3,4,6,2,4,5,5,4,5,7,6,4,4,2,6
123,R_R1RV8zxkHKdnHHz,R_R1RV8zxkHKdnHHz,449,QkqHpoScZC,4,3,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,4,NA,5,5,5,NA,NA,4,NA,5,4,5,NA,6,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,5,NA,4,NA,2,NA,NA,NA,5,NA,NA,NA,NA,5,5,NA,NA,NA,NA,4,5,NA,4,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,As experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,22,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,studying peoples thinking patterns,NA,1,ad44|ad59|ad13|ad17|ad24|ad62|ad40|ad36|ad08|ad20|catch1|ad42|ad15|ad75|ad48|ad16|ad11|ad71|ad60|ad53|ad26|catch2|ad01|ad22|ad23|ad63|ad32|ad54,NA,NA,ad44,ad59,ad13,ad17,ad24,ad62,ad40,ad36,ad08,ad20,ad42,ad15,ad75,ad48,ad16,ad11,ad71,ad60,ad53,ad26,ad01,ad22,ad23,ad63,ad32,ad54,2,4,4,5,5,4,5,4,5,4,4,5,3,5,5,5,5,5,5,6,3,5,4,4,3,5
42,R_sjMYBZqcb41YZkl,R_sjMYBZqcb41YZkl,868,RLZlqsCC6t,6,4,NA,5,NA,4,4,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,5,NA,NA,NA,NA,2,NA,4,NA,NA,7,5,NA,NA,NA,5,3,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,5,4,NA,5,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 5 years,A few times a year,As experienced,I was as skilled as most people,12,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,67,Female,Other,trout,"Yes, I only spoke English growing up",NA,"my fault but I guess I got a bit confused on the instructions and thus lost time. I thought there would be a box to drag the letters to. So if the point of that instruction was to confuse, it did!",ability to follow instructions?,NA,1,ad71|ad42|ad67|ad01|ad28|ad09|ad30|ad39|ad05|ad59|catch1|ad51|ad33|ad43|ad73|ad06|ad60|ad22|ad03|ad34|ad58|catch2|ad07|ad20|ad23|ad38|ad75|ad72,NA,NA,ad71,ad42,ad67,ad01,ad28,ad09,ad30,ad39,ad05,ad59,ad51,ad33,ad43,ad73,ad06,ad60,ad22,ad03,ad34,ad58,ad07,ad20,ad23,ad38,ad75,ad72,6,6,4,4,2,3,4,3,4,2,4,7,5,4,4,2,5,5,5,2,5,4,5,5,5,5
115,R_sL4QzqxuMWdwRAR,R_sL4QzqxuMWdwRAR,318,EpR1LGSWl,0,4,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,5,NA,5,NA,NA,4,NA,NA,5,NA,NA,NA,5,NA,4,3,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,NA,4,NA,5,3,NA,NA,NA,NA,5,NA,5,5,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,As experienced,I was as skilled as most people,4,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Safari,NA,34,Male,Other,trout,"Yes, I only spoke English growing up",NA,N/A,Dunno,N/A,1,ad29|ad69|ad50|ad58|ad31|ad34|ad71|ad01|ad41|ad25|catch1|ad72|ad02|ad09|ad49|ad77|ad43|ad64|ad16|ad62|ad44|catch2|ad56|ad37|ad60|ad24|ad66|ad17,2,missed rating catch,ad29,ad69,ad50,ad58,ad31,ad34,ad71,ad01,ad41,ad25,ad72,ad02,ad09,ad49,ad77,ad43,ad64,ad16,ad62,ad44,ad56,ad37,ad60,ad24,ad66,ad17,5,4,5,4,5,4,5,4,5,4,3,4,5,4,5,4,5,4,5,3,4,5,5,4,5,4
268,R_sNBApxRgPlnZIch,R_sNBApxRgPlnZIch,598,KVPpwqpyoC,11,NA,6,NA,5,5,NA,6,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,4,NA,NA,NA,5,NA,5,NA,NA,NA,NA,3,NA,NA,5,NA,4,NA,6,NA,NA,NA,5,6,7,NA,4,NA,NA,NA,2,NA,NA,NA,6,NA,6,3,NA,5,NA,6,NA,6,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,More experienced,I was more skilled than most people,6,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,35,Male,Other,trout,"Yes, I only spoke English growing up",NA,no,I am not sure,nothing to add,1,ad46|ad54|ad05|ad38|ad28|ad73|ad50|ad43|ad36|ad02|catch1|ad56|ad15|ad32|ad66|ad68|ad07|ad04|ad48|ad13|ad58|catch2|ad69|ad71|ad55|ad25|ad75|ad62,NA,NA,ad46,ad54,ad05,ad38,ad28,ad73,ad50,ad43,ad36,ad02,ad56,ad15,ad32,ad66,ad68,ad07,ad04,ad48,ad13,ad58,ad69,ad71,ad55,ad25,ad75,ad62,5,5,5,5,1,6,6,3,5,6,7,5,4,6,6,6,5,4,5,4,3,5,6,3,6,2
231,R_TbIwu8VMQX3MFGN,R_TbIwu8VMQX3MFGN,707,m2ZGSoCfZ4,10,NA,NA,4,4,NA,NA,4,4,NA,NA,NA,NA,5,NA,4,4,NA,NA,NA,4,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,5,NA,4,NA,NA,NA,5,4,NA,NA,5,NA,4,NA,NA,4,4,NA,NA,4,NA,NA,4,4,NA,NA,NA,4,4,4,1,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,Less than once a year,As experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,74,Female,Other,trout,"Yes, I only spoke English growing up",NA,none,"I don't know - not finding words, that much I feel pretty sure about. / ",n/a,1,ad70|ad04|ad15|ad66|ad45|ad78|ad61|ad13|ad53|ad51|catch1|ad39|ad07|ad20|ad67|ad16|ad32|ad27|ad24|ad50|ad63|catch2|ad57|ad74|ad03|ad58|ad08|ad73,NA,NA,ad70,ad04,ad15,ad66,ad45,ad78,ad61,ad13,ad53,ad51,ad39,ad07,ad20,ad67,ad16,ad32,ad27,ad24,ad50,ad63,ad57,ad74,ad03,ad58,ad08,ad73,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
200,R_Uc3nBRfJVLUDdF7,R_Uc3nBRfJVLUDdF7,592,1uL7QF2WOX,3,NA,5,6,NA,NA,NA,NA,NA,7,NA,NA,5,NA,NA,NA,NA,NA,NA,7,7,7,7,NA,NA,5,NA,NA,NA,7,5,5,NA,NA,NA,5,NA,NA,NA,NA,6,5,7,NA,NA,3,NA,NA,NA,NA,6,NA,NA,NA,7,NA,6,NA,NA,NA,3,NA,7,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a year,Less experienced,I was less skilled than most people,4,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,52,Female,Other,trout,"Yes, I only spoke English growing up",NA,nope,speed of finding words,enjoyed it glsd to help with your research.,1,ad45|ad60|ad21|ad54|ad29|ad09|ad78|ad50|ad12|ad65|catch1|ad62|ad56|ad22|ad35|ad69|ad40|ad31|ad41|ad42|ad20|catch2|ad25|ad19|ad77|ad03|ad02|ad30,NA,NA,ad45,ad60,ad21,ad54,ad29,ad09,ad78,ad50,ad12,ad65,ad62,ad56,ad22,ad35,ad69,ad40,ad31,ad41,ad42,ad20,ad25,ad19,ad77,ad03,ad02,ad30,3,3,7,7,7,7,5,6,5,7,7,6,7,5,6,6,5,5,7,7,5,7,5,6,5,5
269,R_ugkQdYuVos5ZlHH,R_ugkQdYuVos5ZlHH,942,cGzegCUchS,9,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,5,NA,5,5,5,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,6,NA,NA,5,NA,NA,4,5,NA,6,NA,NA,6,5,NA,5,NA,NA,6,5,NA,NA,6,NA,4,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,As experienced,I was as skilled as most people,9,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,56,Female,Other,trout,"Yes, I only spoke English growing up",NA,no,vocabulary,NA,1,ad76|ad15|ad52|ad66|ad34|ad72|ad69|ad32|ad63|ad54|catch1|ad14|ad12|ad78|ad38|ad51|ad16|ad61|ad67|ad18|ad41|catch2|ad22|ad73|ad04|ad06|ad60|ad57,NA,NA,ad76,ad15,ad52,ad66,ad34,ad72,ad69,ad32,ad63,ad54,ad14,ad12,ad78,ad38,ad51,ad16,ad61,ad67,ad18,ad41,ad22,ad73,ad04,ad06,ad60,ad57,6,5,6,6,6,6,5,5,6,6,5,5,4,5,5,5,5,5,5,4,5,5,5,4,4,5
37,R_Uhe38LnzX1vK9vb,R_Uhe38LnzX1vK9vb,713,0HcRnZEkCy,6,NA,5,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,7,1,2,5,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,6,NA,7,7,NA,NA,6,7,6,NA,NA,5,NA,NA,NA,1,6,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,5,4,4,1,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,Less experienced,I was as skilled as most people,5,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,26,Male,Other,trout,"Yes, I only spoke English growing up",NA,Nope,Finding words,NA,1,ad04|ad31|ad15|ad45|ad73|ad32|ad36|ad29|ad14|ad62|catch1|ad16|ad12|ad37|ad27|ad40|ad17|ad35|ad78|ad60|ad02|catch2|ad51|ad25|ad63|ad77|ad46|ad44,NA,NA,ad04,ad31,ad15,ad45,ad73,ad32,ad36,ad29,ad14,ad62,ad16,ad12,ad37,ad27,ad40,ad17,ad35,ad78,ad60,ad02,ad51,ad25,ad63,ad77,ad46,ad44,7,7,1,6,5,7,7,6,7,5,2,7,6,5,5,5,6,5,6,5,2,2,7,5,6,1
14,R_ul95mP4JZMCbBgl,R_ul95mP4JZMCbBgl,633,18JTtLlSbS,2,NA,6,NA,NA,NA,NA,4,1,NA,NA,3,NA,NA,5,NA,NA,NA,NA,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,7,NA,NA,NA,3,4,NA,6,NA,4,5,NA,6,NA,5,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,1,6,NA,NA,NA,7,NA,3,5,NA,NA,NA,1,NA,5,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a month,As experienced,I was as skilled as most people,4,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,25,Male,Other,trout,"Yes, I only spoke English growing up",NA,None,How fast someone can solve a word puzzle?,NA,1,ad19|ad56|ad69|ad65|ad76|ad11|ad63|ad72|ad78|ad02|catch1|ad43|ad48|ad30|ad46|ad41|ad40|ad64|ad71|ad14|ad08|catch2|ad50|ad21|ad36|ad20|ad07|ad45,NA,NA,ad19,ad56,ad69,ad65,ad76,ad11,ad63,ad72,ad78,ad02,ad43,ad48,ad30,ad46,ad41,ad40,ad64,ad71,ad14,ad08,ad50,ad21,ad36,ad20,ad07,ad45,5,6,7,6,1,3,5,5,5,6,6,6,4,5,4,3,1,3,5,1,5,4,7,4,4,4
282,R_UN3YykoquxvsrXH,R_UN3YykoquxvsrXH,704,eJdmbqnTJk,6,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,6,NA,6,NA,NA,6,NA,5,3,NA,NA,5,NA,5,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,5,NA,6,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,6,6,NA,6,NA,6,6,NA,NA,5,NA,NA,NA,NA,NA,5,NA,6,6,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a week,As experienced,I was less skilled than most people,12,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,46,Male,Other,Trout,"Yes, I only spoke English growing up",NA,No,Not sure. Thought I was going to play again after reading the tips....,NA,1,ad39|ad19|ad61|ad60|ad07|ad65|ad17|ad37|ad20|ad23|catch1|ad75|ad41|ad78|ad25|ad66|ad44|ad52|ad54|ad08|ad69|catch2|ad14|ad63|ad35|ad27|ad77|ad12,NA,NA,ad39,ad19,ad61,ad60,ad07,ad65,ad17,ad37,ad20,ad23,ad75,ad41,ad78,ad25,ad66,ad44,ad52,ad54,ad08,ad69,ad14,ad63,ad35,ad27,ad77,ad12,5,5,6,6,5,6,6,6,3,5,5,6,6,5,6,5,6,6,6,5,6,6,6,6,6,6
162,R_UoJkBtDiCIoNnJn,R_UoJkBtDiCIoNnJn,845,iLS65qK4tW,2,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,5,4,4,NA,NA,6,5,5,NA,4,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,5,6,NA,NA,5,NA,NA,5,5,6,NA,NA,6,NA,5,NA,NA,6,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,Within the last 5 years,Less than once a year,Less experienced,I was less skilled than most people,4,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,19,Female,Other,trout,"Yes, I only spoke English growing up",NA,"Gliding over the letters was practically impossible with a trackpad and clicking wasn't very efficient. Every time I made a mistake, I had no idea how to cancel it. I think there should be some type of cancel and verify option so that it's obvious what you should do if you make a mistake.",Playing word games in a different format,none,1,ad74|ad01|ad15|ad64|ad37|ad57|ad45|ad24|ad71|ad65|catch1|ad43|ad36|ad41|ad13|ad54|ad58|ad42|ad52|ad69|ad09|catch2|ad27|ad66|ad38|ad30|ad23|ad61,NA,NA,ad74,ad01,ad15,ad64,ad37,ad57,ad45,ad24,ad71,ad65,ad43,ad36,ad41,ad13,ad54,ad58,ad42,ad52,ad69,ad09,ad27,ad66,ad38,ad30,ad23,ad61,6,5,5,5,4,5,4,5,5,5,5,5,6,6,6,6,5,6,6,5,6,6,4,4,5,5
