condition,advisor,participant,Answer.surveycode,Finished,Q_TotalDuration,iud_c,advc_i_t_3,adv_t_3,hjt_c,ypl_c,sqt_c,jfm_c,lnc_c,Prev.Games_1,Prev.Games_2,Prev.Games_3,Prev.Games_3_TEXT,Prev.Games_4,Play.Rate,PlayHistor,adv_skl,adv_comp,adv_help_hyp,adv_eff_hyp,adv_help,adv_eff_1,Subjec.Exp,SubjSkill,avg_perf_1_TEXT,adv_perf_1_TEXT,input,input_TEXT,browser,age,gender,randomized_order,Exclude,Exclude_why,baseline,advisor_pid,advisor_start.date,advisor_ResponseID,advisor_duration,advisor_browser_meta,advisor_consent_t_3,advisor_Intro_t_3,advisor_Line_t_3,advisor_Line2_c,advisor_Practice_c,advisor_itz_c,advisor_iud_c,advisor_hjt_c,advisor_ypl_c,advisor_sqt_c,advisor_yto_c,advisor_jfm_c,advisor_kte_c,advisor_bga_c,advisor_lnc_c,advisor_board_mean,advisor_board_median,advisor_adv_inst_t_3,advisor_advice,advisor_advice_t_3,advisor_subexp,advisor_subskill,advisor_input,advisor_browser_report,advisor_avg_perf,advisor_adv_eff_1,advisor_age,advisor_gender,advisor_vision,advisor_language,advisor_language2,StudyGuess.y,Comments.y,advisor_board_order,advisor_b1,advisor_b2,advisor_b3,advisor_b4,advisor_b5,advisor_b6,advisor_b7,advisor_b8,advisor_b9,advisor_b10,advisor_s1,advisor_s2,advisor_s3,advisor_s4,advisor_s5,advisor_s6,advisor_s7,advisor_s8,advisor_s9,advisor_s10,baseline
treatment,ap20,315,R_wL7bVRLs8vHInPH,1,1005,48.607,53.612,16.082,127.269,273.654,41.551,22.498,49.077,NA,NA,NA,NA,1,NA,NA,2,2,,,1,0,2,2,120,200,mouse,NA,Google Chrome,21,Female,adv_header|ap20|adv_t|Q151,NA,NA,48.607,79,42289.79236,R_1MKZOmoHd9DdSGI,730,Chrome,4.697,20.214,5.384,4.533,32.501,20.796,29.375,35.971,29.109,39,26.688,28.663,28.051,34.253,18.74,29.0646,28.886,16.845,The only piece of advice I can really offer is just go for it. don't try to strategize or think it out. Just start and see if certain moves work.  / ,71.513,2,2,mouse,Google Chrome,30,31,22,Female,1,1,NA,giving people advice on colorlink / ,NA,iud|itz|sqt|lnc|kte|yto|jfm|hjt|ypl|bga,iud_c,itz_c,sqt_c,lnc_c,kte_c,yto_c,jfm_c,hjt_c,ypl_c,bga_c,29.375,20.796,39,18.74,28.051,26.688,28.663,35.971,29.109,34.253,48.607
treatment,ap58,1315,R_2w659nVi55nkRSJ,1,441,48.666,18.003,17.297,16.609,20.337,20.241,19.761,26.5,NA,NA,NA,NA,1,NA,NA,2,2,,,3,24,2,2,35,35,mouse,NA,Google Chrome,28,Male,adv_header|ap58|adv_t|Q151,NA,NA,48.666,90,42289.80278,R_elzrMSS4pxEQqsx,1565,Firefox,50.651,27.749,10.506,12.689,163.658,54.332,32.297,35.367,105.471,73.84,38.421,47.139,74.622,26.04,251.699,73.9228,50.7355,19.312,"I found it difficult at first but after a few games I completed them a lot quicker. I learned strategies but it is hard for me to verbalize it. For example, as you are playing, when you see that a line will intersect/cut off a necessary future ""link"" between other colors, immediately stop the line and look for another possibility. If possible, use up as much space by winding the links (to take up free space).",158.268,2,2,trackpad,Mozilla Firefox,120,19,35,Male,1,1,NA,More than playing games...,it was fun,sqt|lnc|jfm|itz|kte|bga|hjt|yto|ypl|iud,sqt_c,lnc_c,jfm_c,itz_c,kte_c,bga_c,hjt_c,yto_c,ypl_c,iud_c,73.84,251.699,47.139,54.332,74.622,26.04,35.367,38.421,105.471,32.297,48.666
treatment,ap67,1483,R_1jBTmKY9tCR4K6N,1,994,48.675,49.609,23.204,35.65,33.575,33.495,30.083,45.708,NA,NA,NA,NA,1,NA,NA,1,1,,,3,10,1,1,48,40,mouse,NA,Google Chrome,58,Male,adv_header|ap67|adv_t|Q151,NA,NA,48.675,64,42289.78611,R_1OOBIsU67ptHXl8,1527,Firefox,35.17,36.829,11.777,6.46,63.977,56.468,66.447,66.03,31.553,49.511,110.852,75.846,83.62,51.359,38.986,63.0672,61.249,32.671,"Instead of taking time in the beginning to think about how to connect to each dot in the best way, just start connecting dots immediately. Even if it isn't correct, you'll be able to see quicker which way is going to work by already having connections as opposed to trying to form it in your head. I found that this was the best way to get the board completed quicker.",111.889,1,1,trackpad,Mozilla Firefox,60,38,25,Male,1,1,NA,I would guess that the study was trying to see if the participant would become faster at the task by employing different methods to connect the dots.,NA,lnc|bga|yto|sqt|itz|hjt|ypl|kte|jfm|iud,lnc_c,bga_c,yto_c,sqt_c,itz_c,hjt_c,ypl_c,kte_c,jfm_c,iud_c,38.986,51.359,110.852,49.511,56.468,66.03,31.553,83.62,75.846,66.447,48.675
control,ap00,2012,R_1LbvZklNtycHv3k,1,626,48.702,,,75.272,26.167,64.215,43.711,34.599,NA,NA,NA,NA,1,NA,NA,,,5,40,,,2,2,50,,touchscreen,NA,Google Chrome,40,Female,,NA,NA,48.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap11,1739,R_Y4AJhKmDUgfjSnf,1,814,48.724,32.323,21.861,43.92,32.179,27.55,19.612,24.29,NA,NA,NA,NA,1,NA,NA,2,2,,,6,74,1,1,20,15,mouse,NA,Google Chrome,25,Female,adv_header|ap11|adv_t|Q151,NA,NA,48.724,46,42289.78403,R_22kRZzZjZHmXqPK,836,Firefox,2.223,13.86,6.084,2.49,26.805,52.152,28.65,22.97,48.141,18.619,24.17,61.776,34.458,22.379,23.127,33.6442,26.41,24.251,Connect the colors that are closer together first. Then fill up the rest of the space with the farther apart colors. Try to hug the walls whenever possible. Try to leave plenty of space in the middle of the board.,97.186,1,1,mouse,Mozilla Firefox,30,20,29,Male,1,1,NA,to find out how popl give advises for puzzle games,NA,hjt|ypl|yto|itz|iud|bga|lnc|kte|jfm|sqt,hjt_c,ypl_c,yto_c,itz_c,iud_c,bga_c,lnc_c,kte_c,jfm_c,sqt_c,22.97,48.141,24.17,52.152,28.65,22.379,23.127,34.458,61.776,18.619,48.724
control,ap00,2509,R_3fepKU2HcIMhZT9,1,488,48.774,,,23.951,39.431,26.42,20.059,30.851,1,NA,NA,NA,NA,4,4,,,2,9,,,3,3,50,,mouse,NA,Safari,22,Male,,NA,NA,48.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap29,1591,R_2U3BiQKSkS0vKN2,1,822,48.799,22.797,15.819,146.169,86.468,85.411,34.355,52.368,NA,NA,NA,NA,1,NA,NA,2,2,,,4,63,2,2,50,50,trackpad,NA,Google Chrome,31,Male,adv_header|ap29|adv_t|Q151,NA,NA,48.799,74,42289.78889,R_24penww9WElKq7w,934,Chrome,5.406,44.279,7.585,6.057,32.537,52.969,38.545,28.849,32.119,36.18,31.629,25.012,28.401,30.755,53.369,35.7828,31.874,24.742,"It is usually easier if you connect the closest ones first. Start from the inside and work your way out. If you are having a tough time with one color, move on to the next, and come back to it later. ",80.72,1,2,mouse,Google Chrome,35,70,36,Male,1,1,NA,How well we do at games. ,NA,bga|iud|sqt|ypl|jfm|yto|lnc|itz|kte|hjt,bga_c,iud_c,sqt_c,ypl_c,jfm_c,yto_c,lnc_c,itz_c,kte_c,hjt_c,30.755,38.545,36.18,32.119,25.012,31.629,53.369,52.969,28.401,28.849,48.799
treatment,ap04,703,R_3RwLOCzFOBOkAX5,1,561,48.815,17.647,13.413,33.972,42.036,22.04,19.838,64.73,NA,NA,NA,NA,1,NA,NA,2,2,,,5,7,2,2,60,60,mouse,NA,Google Chrome,28,Male,adv_header|ap04|adv_t|Q151,NA,NA,48.815,54,42289.78472,R_Wj3gFT8wrtR7hMR,656,Firefox,3.265,1.539,11.016,2.869,18.07,82.451,61.682,18.388,20.786,23.199,36.711,16.487,24.912,18.695,24.174,32.7485,23.6865,16.358,"ALways test the longets routes first, the rest will be easy.",13.659,1,3,mouse,Mozilla Firefox,35,0,31,Male,1,1,NA,skill?,NA,kte|iud|bga|jfm|hjt|itz|yto|sqt|lnc|ypl,kte_c,iud_c,bga_c,jfm_c,hjt_c,itz_c,yto_c,sqt_c,lnc_c,ypl_c,24.912,61.682,18.695,16.487,18.388,82.451,36.711,23.199,24.174,20.786,48.815
control,ap00,2621,R_TvYPPCgxGkbWbrX,1,538,48.817,,,51.915,23.517,56.662,20.604,35.168,NA,NA,NA,NA,1,NA,NA,,,6,18,,,1,2,30 seconds,,touchscreen,NA,Google Chrome,40,Female,,NA,NA,48.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap02,1774,R_tWYhXnCpQdIIl33,1,842,48.842,35.217,15.236,86.127,65.493,32.381,65.378,40.792,NA,NA,NA,NA,1,NA,NA,2,2,,,5,52,1,1,52,40,trackpad,NA,Mozilla Firefox,35,Female,adv_header|ap02|adv_t|Q151,NA,NA,48.842,1,42289.78333,R_1C3BDSKrTvEeo6w,774,Chrome,2.186,12.041,13.281,1.811,157.437,25.515,30.897,40.517,50.01,15.082,27.397,16.864,17.447,17.259,15.669,25.6657,21.481,44.143,I would move the balls that are furthest away from each other first. I would also go for the ones near the corner or edges. ,25.409,2,2,mouse,Google Chrome,40,53,24,Male,1,1,NA,People's problem solving skills. Logical problem solving. ,NA,hjt|itz|lnc|kte|yto|sqt|jfm|iud|bga|ypl,hjt_c,itz_c,lnc_c,kte_c,yto_c,sqt_c,jfm_c,iud_c,bga_c,ypl_c,40.517,25.515,15.669,17.447,27.397,15.082,16.864,30.897,17.259,50.01,48.842
treatment,ap58,1469,R_2QYS58zPfi1Av8g,1,586,48.863,20.343,19.295,29.807,21.51,36.118,26.801,45.688,NA,NA,NA,NA,1,NA,NA,2,2,,,4,60,1,1,45,30,mouse,NA,Google Chrome,31,Male,adv_header|ap58|adv_t|Q151,NA,NA,48.863,90,42289.80278,R_elzrMSS4pxEQqsx,1565,Firefox,50.651,27.749,10.506,12.689,163.658,54.332,32.297,35.367,105.471,73.84,38.421,47.139,74.622,26.04,251.699,73.9228,50.7355,19.312,"I found it difficult at first but after a few games I completed them a lot quicker. I learned strategies but it is hard for me to verbalize it. For example, as you are playing, when you see that a line will intersect/cut off a necessary future ""link"" between other colors, immediately stop the line and look for another possibility. If possible, use up as much space by winding the links (to take up free space).",158.268,2,2,trackpad,Mozilla Firefox,120,19,35,Male,1,1,NA,More than playing games...,it was fun,sqt|lnc|jfm|itz|kte|bga|hjt|yto|ypl|iud,sqt_c,lnc_c,jfm_c,itz_c,kte_c,bga_c,hjt_c,yto_c,ypl_c,iud_c,73.84,251.699,47.139,54.332,74.622,26.04,35.367,38.421,105.471,32.297,48.863
treatment,ap15,1204,R_1NqpLWA4gR3Facs,1,1137,48.869,16.444,13.504,87.884,60.796,114.717,45.637,92.213,NA,NA,NA,NA,1,NA,NA,2,1,,,3,10,1,1,100,110,mouse,NA,Mozilla Firefox,64,Male,adv_header|ap15|adv_t|Q151,NA,NA,48.869,18,42289.78403,R_qyjKqQTorytBwaZ,857,Firefox,6.762,38.572,6.348,3.208,20.792,30.624,28.624,25.664,23.128,22.408,32.592,25.192,22.792,32.511,36.048,27.9583,27.144,37.656,When completing the board its easiest to make all the small simple connections first and then work your way out to the longer ones.,126.255,2,2,mouse,Mozilla Firefox,29,20,31,Male,1,1,NA,honestly no clue... following directions maybe?,NA,itz|sqt|iud|bga|ypl|lnc|hjt|yto|jfm|kte,itz_c,sqt_c,iud_c,bga_c,ypl_c,lnc_c,hjt_c,yto_c,jfm_c,kte_c,30.624,22.408,28.624,32.511,23.128,36.048,25.664,32.592,25.192,22.792,48.869
treatment,ap64,251,R_bK5ogbKO2COquIx,1,890,48.878,20.192,25.893,45.294,124.18,46.752,26.504,14.656,NA,NA,NA,NA,1,NA,NA,2,2,,,5,50,1,2,40,40,mouse,NA,Google Chrome,28,Male,adv_header|ap64|adv_t|Q151,NA,NA,48.878,56,42289.78472,R_1E3V86XMpXf9mhA,1390,Chrome,11.87,65.957,7.263,4.064,39.661,45.114,35.206,198.259,26.729,69.165,98.571,61.908,125.369,36.036,54.616,75.0973,58.262,46.761,Try to be patient and think about all possible combinations ,82.288,1,1,mouse,Google Chrome,70,75,24,Male,1,1,NA,Testing mental flexibility,None,sqt|hjt|bga|lnc|iud|yto|kte|ypl|itz|jfm,sqt_c,hjt_c,bga_c,lnc_c,iud_c,yto_c,kte_c,ypl_c,itz_c,jfm_c,69.165,198.259,36.036,54.616,35.206,98.571,125.369,26.729,45.114,61.908,48.878
control,ap00,2249,R_2EyIe6ePO3xbp3E,1,678,48.896,,,150.988,40.7,70.77,85.369,37.128,NA,NA,NA,NA,1,NA,NA,,,6,83,,,2,2,200,,touchscreen,NA,Google Chrome,35,Male,,NA,NA,48.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap04,1639,R_1fgbHUXvIyIMN1Z,1,864,49,14.15,13.792,207.75,66.127,108.74,24.563,30.234,1,NA,NA,NA,1,2,1,1,1,,,1,1,1,1,60,120,mouse,NA,Google Chrome,37,Male,adv_header|ap04|adv_t|Q151,NA,NA,49,54,42289.78472,R_Wj3gFT8wrtR7hMR,656,Firefox,3.265,1.539,11.016,2.869,18.07,82.451,61.682,18.388,20.786,23.199,36.711,16.487,24.912,18.695,24.174,32.7485,23.6865,16.358,"ALways test the longets routes first, the rest will be easy.",13.659,1,3,mouse,Mozilla Firefox,35,0,31,Male,1,1,NA,skill?,NA,kte|iud|bga|jfm|hjt|itz|yto|sqt|lnc|ypl,kte_c,iud_c,bga_c,jfm_c,hjt_c,itz_c,yto_c,sqt_c,lnc_c,ypl_c,24.912,61.682,18.695,16.487,18.388,82.451,36.711,23.199,24.174,20.786,49
treatment,ap40,808,R_0HxQWrwaFuGAa4N,1,856,49.019,16.339,13.311,199.667,39.329,49.362,34.794,38.326,NA,NA,NA,NA,1,NA,NA,2,2,,,4,15,2,2,35,35,trackpad,NA,Google Chrome,48,Female,adv_header|ap40|adv_t|Q151,NA,NA,49.019,60,42289.78542,R_29hb9ZvqyeRwVat,1033,Chrome,10.42,19.712,7.467,4.117,26.21,35.588,84.101,35.034,159.514,39.955,0.2,46.787,26.954,28.74,41.09,49.7963,37.7715,23.786,Don't always go for the obvious pattern. Try to weed out the ones that only have one way to go first. Or do the difficult ones first.,46.459,2,1,mouse,Google Chrome,50,41,26,Female,1,1,NA,strategy skills,NA,bga|ypl|yto|iud|hjt|sqt|kte|lnc|itz|jfm,bga_c,ypl_c,yto_c,iud_c,hjt_c,sqt_c,kte_c,lnc_c,itz_c,jfm_c,28.74,159.514,0.2,84.101,35.034,39.955,26.954,41.09,35.588,46.787,49.019
treatment,ap40,1349,R_28OQLcjDqmGAGmb,1,1062,49.023,19.803,25.558,62.291,90.906,57.457,37.13,34.03,1,NA,NA,NA,NA,4,3,2,2,,,5,50,2,2,25,25,trackpad,NA,Internet Explorer,31,Female,adv_header|ap40|adv_t|Q151,NA,NA,49.023,60,42289.78542,R_29hb9ZvqyeRwVat,1033,Chrome,10.42,19.712,7.467,4.117,26.21,35.588,84.101,35.034,159.514,39.955,0.2,46.787,26.954,28.74,41.09,49.7963,37.7715,23.786,Don't always go for the obvious pattern. Try to weed out the ones that only have one way to go first. Or do the difficult ones first.,46.459,2,1,mouse,Google Chrome,50,41,26,Female,1,1,NA,strategy skills,NA,bga|ypl|yto|iud|hjt|sqt|kte|lnc|itz|jfm,bga_c,ypl_c,yto_c,iud_c,hjt_c,sqt_c,kte_c,lnc_c,itz_c,jfm_c,28.74,159.514,0.2,84.101,35.034,39.955,26.954,41.09,35.588,46.787,49.023
treatment,ap12,570,R_3eyiyU7QmWkvxng,1,686,49.031,20.366,16.42,74.448,29.695,43.224,22.992,42.342,NA,NA,NA,NA,1,NA,NA,2,2,,,4,50,2,2,25,25,mouse,NA,Mozilla Firefox,30,Male,adv_header|ap12|adv_t|Q151,NA,NA,49.031,100,42289.83889,R_cSZiMiYefM9vpn3,766,Chrome,45.05,18.583,7.345,3.752,15.009,27.895,37.05,35.639,21.448,66.934,19.313,22.215,20.154,46.59,25.81,32.3048,26.8525,18.646,The main thing to focus on first are the dots that are the closest together.  Those have the least possible pathways.  Also try to do the ones first that you realize can't have very many possible paths.,43.234,1,1,mouse,Google Chrome,15,60,37,Female,1,1,NA,I'm not sure.,NA,ypl|hjt|iud|lnc|jfm|bga|itz|sqt|kte|yto,ypl_c,hjt_c,iud_c,lnc_c,jfm_c,bga_c,itz_c,sqt_c,kte_c,yto_c,21.448,35.639,37.05,25.81,22.215,46.59,27.895,66.934,20.154,19.313,49.031
treatment,ap58,214,R_1pPujPbfcH5GrRP,1,624,49.057,16.643,22.66,77.103,22.922,22.359,23.842,92.671,NA,NA,NA,NA,1,NA,NA,2,2,,,4,40,1,1,30,30,mouse,NA,Google Chrome,27,Male,adv_header|ap58|adv_t|Q151,NA,NA,49.057,90,42289.80278,R_elzrMSS4pxEQqsx,1565,Firefox,50.651,27.749,10.506,12.689,163.658,54.332,32.297,35.367,105.471,73.84,38.421,47.139,74.622,26.04,251.699,73.9228,50.7355,19.312,"I found it difficult at first but after a few games I completed them a lot quicker. I learned strategies but it is hard for me to verbalize it. For example, as you are playing, when you see that a line will intersect/cut off a necessary future ""link"" between other colors, immediately stop the line and look for another possibility. If possible, use up as much space by winding the links (to take up free space).",158.268,2,2,trackpad,Mozilla Firefox,120,19,35,Male,1,1,NA,More than playing games...,it was fun,sqt|lnc|jfm|itz|kte|bga|hjt|yto|ypl|iud,sqt_c,lnc_c,jfm_c,itz_c,kte_c,bga_c,hjt_c,yto_c,ypl_c,iud_c,73.84,251.699,47.139,54.332,74.622,26.04,35.367,38.421,105.471,32.297,49.057
treatment,ap37,1236,R_1l9uglGFZoSB5VT,1,545,49.069,16.564,13.632,34.869,29.085,32.772,24.991,31.967,NA,NA,NA,NA,1,NA,NA,3,2,,,5,24,1,1,35,32,mouse,NA,Google Chrome,40,Female,adv_header|ap37|adv_t|Q151,NA,NA,49.069,69,42289.78819,R_31oz2aXYxDqDcc8,895,Chrome,14.15,9.94,8.557,4.814,42.889,34.894,49.603,31.43,30.977,53.949,29.793,38.622,33.427,39.705,62.151,40.4551,36.758,29.569,Start by finding colors that have the closest distance and work your way up from there.,38.79,2,2,mouse,Google Chrome,35,81,27,Male,1,1,NA,Problem solving,NA,lnc|jfm|bga|kte|ypl|sqt|yto|itz|hjt|iud,lnc_c,jfm_c,bga_c,kte_c,ypl_c,sqt_c,yto_c,itz_c,hjt_c,iud_c,62.151,38.622,39.705,33.427,30.977,53.949,29.793,34.894,31.43,49.603,49.069
control,ap00,2521,R_bgDmNzmZFHTZ3P3,1,581,49.073,,,51.67,24.615,40.95,15.593,19.975,NA,NA,NA,NA,1,NA,NA,,,4,10,,,1,1,25,,touchscreen,NA,Google Chrome,38,Male,,NA,NA,49.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap64,911,R_OpWUGlG9ggH4Met,1,687,49.1,23.406,25.584,81.804,91.582,33.761,23.127,26.463,1,NA,NA,NA,NA,5,4,2,2,,,3,0,3,3,60,40,mouse,NA,Google Chrome,27,Male,adv_header|ap64|adv_t|Q151,NA,NA,49.1,56,42289.78472,R_1E3V86XMpXf9mhA,1390,Chrome,11.87,65.957,7.263,4.064,39.661,45.114,35.206,198.259,26.729,69.165,98.571,61.908,125.369,36.036,54.616,75.0973,58.262,46.761,Try to be patient and think about all possible combinations ,82.288,1,1,mouse,Google Chrome,70,75,24,Male,1,1,NA,Testing mental flexibility,None,sqt|hjt|bga|lnc|iud|yto|kte|ypl|itz|jfm,sqt_c,hjt_c,bga_c,lnc_c,iud_c,yto_c,kte_c,ypl_c,itz_c,jfm_c,69.165,198.259,36.036,54.616,35.206,98.571,125.369,26.729,45.114,61.908,49.1
treatment,ap31,266,R_2cdt4RabbajknyH,1,790,49.101,27.954,18.9,50.849,117.003,49.9,22.137,30.26,NA,NA,NA,NA,1,NA,NA,2,2,,,4,50,2,2,45,50,trackpad,NA,Google Chrome,20,Male,adv_header|ap31|adv_t|Q151,NA,NA,49.101,44,42289.78403,R_3HtD0S9PTLvRFpa,961,Chrome,14.366,23.973,15.001,4.956,21.159,21.285,32.921,43.229,25.064,26.8,48.995,31.157,75.516,23.706,37.511,36.6184,32.039,24.988,"you will need to use patience.  it is important to plan your moves with care.  try to connect the close items first, then work your way up to the larger distance items.",62.282,1,2,mouse,Google Chrome,40,88,37,Female,1,1,NA,to see how one uses experience to give advice to help others.,NA,bga|sqt|itz|iud|yto|ypl|kte|hjt|lnc|jfm,bga_c,sqt_c,itz_c,iud_c,yto_c,ypl_c,kte_c,hjt_c,lnc_c,jfm_c,23.706,26.8,21.285,32.921,48.995,25.064,75.516,43.229,37.511,31.157,49.101
treatment,ap71,558,R_2b3kWebgT9shoE8,1,570,49.121,39.004,13.307,33.121,29.667,54.575,34.928,39.269,NA,NA,NA,NA,1,NA,NA,2,2,,,1,8,1,1,30,30,mouse,NA,Google Chrome,34,Female,adv_header|ap71|adv_t|Q151,NA,NA,49.121,12,42289.78333,R_1CmEjQdDczdtpdZ,1300,Chrome,5.209,20.957,4.782,5.518,53.885,25.967,82.127,127.246,34.733,106.69,117.929,24.388,192.481,37.301,80.052,82.8914,81.0895,16.843,the only advice is keep trying,26.211,1,1,mouse,Google Chrome,50,27,40,Female,1,1,NA,it was interesting,NA,lnc|hjt|yto|ypl|sqt|itz|bga|iud|jfm|kte,lnc_c,hjt_c,yto_c,ypl_c,sqt_c,itz_c,bga_c,iud_c,jfm_c,kte_c,80.052,127.246,117.929,34.733,106.69,25.967,37.301,82.127,24.388,192.481,49.121
treatment,ap44,1079,R_3isbTCbbIbg6sA2,1,663,49.152,32.178,13.521,93.706,28.385,34.019,23.327,29.22,NA,NA,NA,NA,1,NA,NA,3,3,,,6,75,1,NA,35,20,trackpad,NA,Google Chrome,28,Female,adv_header|ap44|adv_t|Q151,NA,NA,49.152,6,42289.78333,R_3Rx9n8Tz9mXBoC6,1089,Chrome,29.339,22.649,9.868,6.156,33.564,52.506,54.463,44.724,27.656,37.281,127.224,36.411,39.962,24.504,35.781,48.0512,38.6215,70.117,"I  would start by linking the dots that are closest together on the board and then moving outward to the dots that are farther apart, in this way you avoid intersecting lines when you are linking the colors.",63.677,1,1,trackpad,Google Chrome,35,59,28,Female,1,1,NA,I'm not sure.,NA,kte|yto|iud|itz|ypl|hjt|sqt|jfm|lnc|bga,kte_c,yto_c,iud_c,itz_c,ypl_c,hjt_c,sqt_c,jfm_c,lnc_c,bga_c,39.962,127.224,54.463,52.506,27.656,44.724,37.281,36.411,35.781,24.504,49.152
control,ap00,2590,R_3fvZphmiwgXxSXm,1,726,49.165,,,59.22,33.37,29.574,24.718,31.632,NA,NA,NA,NA,1,NA,NA,,,2,10,,,1,1,25,,mouse,NA,Mozilla Firefox,59,Female,,NA,NA,49.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap58,1301,R_1GZJFI1LiIJKZ5w,1,776,49.177,18.734,14.62,65.474,24.352,72.368,44.229,48.149,NA,NA,NA,NA,1,NA,NA,2,2,,,4,5,2,2,65,60,mouse,NA,Google Chrome,39,Male,adv_header|ap58|adv_t|Q151,NA,NA,49.177,90,42289.80278,R_elzrMSS4pxEQqsx,1565,Firefox,50.651,27.749,10.506,12.689,163.658,54.332,32.297,35.367,105.471,73.84,38.421,47.139,74.622,26.04,251.699,73.9228,50.7355,19.312,"I found it difficult at first but after a few games I completed them a lot quicker. I learned strategies but it is hard for me to verbalize it. For example, as you are playing, when you see that a line will intersect/cut off a necessary future ""link"" between other colors, immediately stop the line and look for another possibility. If possible, use up as much space by winding the links (to take up free space).",158.268,2,2,trackpad,Mozilla Firefox,120,19,35,Male,1,1,NA,More than playing games...,it was fun,sqt|lnc|jfm|itz|kte|bga|hjt|yto|ypl|iud,sqt_c,lnc_c,jfm_c,itz_c,kte_c,bga_c,hjt_c,yto_c,ypl_c,iud_c,73.84,251.699,47.139,54.332,74.622,26.04,35.367,38.421,105.471,32.297,49.177
treatment,ap47,1224,R_31GhIqjzvTSO2VI,1,708,49.193,27.493,16.028,46.935,24.337,26.132,43.17,28.484,NA,NA,NA,NA,1,NA,NA,2,2,,,4,5,3,3,60,50,mouse,NA,Google Chrome,31,Male,adv_header|ap47|adv_t|Q151,NA,NA,49.193,23,42289.78403,R_1Gws3Vo4Nn7xdIa,1125,Firefox,5.869,39.838,14.562,5.519,36.02,36.564,71.75,55.094,39.91,37.406,44.444,42.612,66.507,32.828,39.959,46.7074,41.2855,25.361,"Just find the ones that are obvious first, do those, then move on to the next one that is obvious. Don't over complicate it, it's really simple.",98.517,2,2,mouse,Mozilla Firefox,40,90,32,Male,1,1,NA,Testing my problem solving skills,NA,ypl|iud|itz|hjt|jfm|kte|bga|lnc|sqt|yto,ypl_c,iud_c,itz_c,hjt_c,jfm_c,kte_c,bga_c,lnc_c,sqt_c,yto_c,39.91,71.75,36.564,55.094,42.612,66.507,32.828,39.959,37.406,44.444,49.193
treatment,ap29,847,R_1rleoJKwsV01GEI,1,1130,49.252,17.554,14.361,167.13,65.317,156.745,106.48,108.699,NA,NA,NA,NA,1,NA,NA,2,3,,,5,50,1,1,45,60,trackpad,NA,Mozilla Firefox,55,Female,adv_header|ap29|adv_t|Q151,NA,NA,49.252,74,42289.78889,R_24penww9WElKq7w,934,Chrome,5.406,44.279,7.585,6.057,32.537,52.969,38.545,28.849,32.119,36.18,31.629,25.012,28.401,30.755,53.369,35.7828,31.874,24.742,"It is usually easier if you connect the closest ones first. Start from the inside and work your way out. If you are having a tough time with one color, move on to the next, and come back to it later. ",80.72,1,2,mouse,Google Chrome,35,70,36,Male,1,1,NA,How well we do at games. ,NA,bga|iud|sqt|ypl|jfm|yto|lnc|itz|kte|hjt,bga_c,iud_c,sqt_c,ypl_c,jfm_c,yto_c,lnc_c,itz_c,kte_c,hjt_c,30.755,38.545,36.18,32.119,25.012,31.629,53.369,52.969,28.401,28.849,49.252
treatment,ap66,662,R_wNSaTtu0KRaWcqB,1,817,49.264,20.96,13.268,155.871,26.527,26.687,22.873,40.237,1,NA,NA,NA,NA,3,4,3,3,,,7,70,2,2,35,18,mouse,NA,Google Chrome,34,Male,adv_header|ap66|adv_t|Q151,NA,NA,49.264,51,42289.78403,R_3dEuSLUQaNLKgTr,1907,Firefox,7.696,29.628,11.083,13.38,62.498,57.012,44.616,80.096,108.408,62.4,53.704,111.063,80.244,50.927,48.26,69.673,59.706,27.426,"My advice for doing well in the Colorlink game is to first complete the simple color patterns first. If you correctly fill-in the easier patterns, this will make the harder color paths easier to figure out. ",304.912,1,1,mouse,Mozilla Firefox,70,76,32,Male,1,1,NA,Testing people abilities for problem solving using the colorlink game as a test.,This was a fun study.,kte|jfm|bga|lnc|yto|itz|iud|hjt|ypl|sqt,kte_c,jfm_c,bga_c,lnc_c,yto_c,itz_c,iud_c,hjt_c,ypl_c,sqt_c,80.244,111.063,50.927,48.26,53.704,57.012,44.616,80.096,108.408,62.4,49.264
