participant,Progress,Duration..in.seconds.,Finished,ResponseId,DistributionChannel,UserLanguage,meta_Browser,meta_Version,meta_Operating.System,meta_Resolution,cat_json,eise_json,lnpk_json,mpeh_json,woln_json,demi_json,nwsr_json,prev_exp,prev_last,prev_first,prev_freq,adv_exp,adv_skill,adv_helpf,adv_imp_1,rel_exp,rel_skill,avg_perf_1,adv_perf_1,input,input_7_TEXT,browser,browser_6_TEXT,animals,age,gender,catch,catch_4_TEXT,language,language_3_TEXT,language_2_TEXT,bugreport,hyp,comments,condition,ResponseID,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,eise_c,lnpk_c,mpeh_c,woln_c,demi_c,nwsr_c
928,100,1113,TRUE,R_1pDz6QllhdnEmFS,anonymous,EN,Edge,84.0.522.52,Windows NT 10.0,1536x864,BVDuQazobp,TmgxvX1ag8,dkNlpxFuR2,t7H7LIbBsr,4FVmUtDg1L,2seWCtI6cU,bCaloGyqhJ,"No, I've never played any version of this game before",,,Less than once a year,They were about as skilled as most people,They were more skilled than me,4,25,I was less experienced than most people,I was less skilled than most people,4,5,"With a trackpad

",,Google Chrome,,"dog,cat,elephant,goat,pig,cow,dove,birds,zebra,snake,chicken,parrot,tiger,lion,iguana",39,Female,Other,orange,"Yes, I only spoke English growing up",,,I did not encounter any errors.,The study was about the skills people may have at certain word games.,,goodadvice,R_1pDz6QllhdnEmFS,1113,1,0,0,1,2,1,4,5,2,3
929,100,784,TRUE,R_Urw2ZOF5k7ONFiV,anonymous,EN,Edge,88.0.705.74,Windows NT 10.0,1536x864,CKlHNn72S,gWf83kxXh1 ,mKBg6MoyY1,kCK98rUPHb,10PTylBw5I,s2S2hbZqi,T6N2zyxqrc,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a year,They were about as skilled as most people,They were less skilled than me,2,0,I was more experienced than most people,I was more skilled than most people,15,17,"With a trackpad

",,Internet Explorer,,"monkey
elephant
giraffe
dog
bird
alligator
crocodile
cat
lion
tiger 
bear
ostrich
lemur 
mongoose
duck
dolphin
penguin
whale
shark
fish
starfish
clam
oyster
goose
cardinal
pig
goat
lamb
mouse
rat
chip",21,Female,Other,orange,"Yes, I only spoke English growing up",,,"No. However, it was difficult to input the words using a trackpad. Even though I knew more words, I was having trouble using the trackpad to quickly and accurately input them. ",I think this study is about how we perceive our performance compared to others and how accurate that perception is. ,,goodadvice,R_Urw2ZOF5k7ONFiV,784,0,0,0,0,21,21,21,28,23,29
930,100,1054,TRUE,R_ulkWzm3rw1i68Jr,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,rICiTIw862,qOf6eob6Q,vmpMtmbyMN,Nej6URdGbR,99WX8s2HVQ,PZK6uDPXuX,k8GH1wTics,"No, I've never played any version of this game before",,,A few times a month,They were about as skilled as most people,They were more skilled than me,7 - Extremely helpful,60,I was as experienced as most people,I was as skilled as most people,3,2,"With a computer mouse

",,Google Chrome,,"CAT, RAT, COW, TIGER, LION, DOG, DEER, ELEPHANT, ",33,Female,Other,orange.,"Yes, I only spoke English growing up",,,NO. THANK YOU.,THIS STUDY WAS ABOUT SOMEWHAT FUN.,THANK YOU.,badadvice,R_ulkWzm3rw1i68Jr,1054,1,0,0,0,1,4,5,6,7,4
931,100,1088,TRUE,R_1inGE7VUQHyfNtc,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,H2p5djTOO  ,FBhUZdSzpQ  , lJ3tSgF5fP  ,V14T4h3H5r  ,lOwTNTs6JV,NJbaCCjNTI  ,JqwPMxf4FQ  ,"No, I've never played any version of this game before",,,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,5,,"With a computer mouse

",,Google Chrome,,"PIG, CAT, DOG, LAMA, ELEPHANT, MONKEY, HIPPO, RHINO, LION, ",43,Female,Other,orange,"Yes, I only spoke English growing up",,,NO,TO SEE HOW PEOPLE DO WORD SCRAMBLE TASKS,,control,R_1inGE7VUQHyfNtc,1088,0,0,0,1,4,5,6,7,11,7
932,100,799,TRUE,R_2EozQh7xrxnJQa5,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1440x900,iZEsfQaQlJ,FjwVk3D4g1,Bt51OROUJU,MPEZ7lugqO,ShlQkwfrvT,6EgZ2Zwxsp,HafcwKUppF,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,They were about as skilled as most people,They were about as skilled as me,4,19,I was more experienced than most people,I was more skilled than most people,12,15,"With a computer mouse

",,Google Chrome,,"giraffe, elephant, tiger, lion, hyena, cat, dog, rat, mouse, ferret, vole, mole, rabbit, pig, cow, horse, rhino, gorilla, monkey, bat, deer, mule, mountain lion, coyote, wolf, kangaroo, koala, ",33,Female,Other,orange,"Yes, I only spoke English growing up",,,none,word finding and knowledge,,badadvice,R_2EozQh7xrxnJQa5,799,0,1,0,0,14,21,18,20,24,18
933,100,830,TRUE,R_3G3WNTcrsFo2oIJ,anonymous,EN,Firefox,85,Windows NT 10.0,1600x900,HuUr9Yz8d  ,kknsaXNieQ  ,j9bHFJpXlL  ,54ZOGmrjJX  ,zqY2WaPrDJ  ,UgCBqyIVvM  ,u3a4fYypJ6  ,"No, I've never played any version of this game before",,,I never play word-finding games,They were about as skilled as most people,They were about as skilled as me,5,36,I was as experienced as most people,I was as skilled as most people,6,8,"With a computer mouse

",,Mozilla Firefox,,"bear, frog, snake, turtle, snake, bird, cat, dog, fish, dolphin, rhino, cow, pig, ox, mouse, rat, ",35,Male,Other,orange,"Yes, I only spoke English growing up",,,,To see how well i perform under pressure.,,goodadvice,R_3G3WNTcrsFo2oIJ,830,0,1,0,0,6,8,8,7,8,4
934,100,1094,TRUE,R_1YvtLI2cfjfurHX,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1280x720,uB8F99ZsHZ,oazIzJYeZ  ,NXE6ojCjbZ,oF9LO4jOFo,XVZDrfn2QO  ,pJ545EJGkb  ,uz9NzW8OR  ,"No, I've never played any version of this game before",,,A few times a month,They were about as skilled as most people,They were about as skilled as me,3,81,I was as experienced as most people,I was less skilled than most people,4,3,"With a computer mouse

",,Google Chrome,,"Dog, cow, cat, tiger, fox",35,Male,Other,orange,"Yes, I only spoke English growing up",,,,survey about games and puzzles.,,badadvice,R_1YvtLI2cfjfurHX,1094,1,0,1,1,0,0,0,0,0,0
935,100,1019,TRUE,R_2s74znrF63BfArF,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1366x768,ID6jeLtv7,EjHXDDTRXG ,ShZgsCIBZL,aHZoJneHGR ,vUiBWzIvFN,LKkrBQiCS3 ,EyHybZQ7J ,"No, I've never played any version of this game before",,,Less than once a year,,,,NA,I was as experienced as most people,I was as skilled as most people,5,,"With a computer mouse

",,Google Chrome,,"cat, dog, goat, sheep, chicken, lion, tiger, bear, skunk, deer, rabbit, squirrel, ",57,Female,Other,orange,"Yes, I only spoke English growing up",,,none,how people perform in online games,none,control,R_2s74znrF63BfArF,1019,0,0,0,0,3,4,5,9,9,10
936,100,903,TRUE,R_2xLPRtiLGE3VZmj,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1920x1080,3P1H0ux9Gr,Kk3JXOqmbc,UoZzqrEwPm  ,jCobOceV1,wG8xe6FhIC  ,a7J2OxYuXv ,vQ4hYC2HbS  ,"No, I've never played any version of this game before",,,Less than once a year,They were about as skilled as most people,They were more skilled than me,6,72,I was less experienced than most people,I was less skilled than most people,3,6,"With a computer mouse

",,Google Chrome,,"dog, cat, elephant, rat, mouse, squirrel, lamb, sheep, goat, cow, bull, bird, zebra, lion, tiger, cheetah, monkey, moose, polar bear, bear, alligator, catepillar, crocodile, bat",69,Female,Other,orange,"Yes, I only spoke English growing up",,,"just couldn't understand it at first, had to do a couple to understand.",intelligence,thank you.,badadvice,R_2xLPRtiLGE3VZmj,903,0,0,0,1,0,2,8,6,7,6
937,100,1518,TRUE,R_1DSAOpuddLdUZOe,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1364x768,ybQTiu3uXJ  ,J7XuRNpJe  ,PhJ1hVORLH  ,jypRwm2sRq  ,mintEajt7g  ,8Of5BuPTfy  ,ND9mbcDQgf  ,"Yes, I've played some version of this game before",Within the last week,Within the last month,A few times a week,They were less skilled than most people,They were less skilled than me,6,73,I was less experienced than most people,I was less skilled than most people,2,2,"With a computer mouse

",,Google Chrome,,CAT,43,Female,"Sexual orientation, relationship satisfaction",,"Yes, I only spoke English growing up",,,VERY NICE,LIKE THE SURVEY,GOOD,badadvice,R_1DSAOpuddLdUZOe,1518,0,0,0,0,0,0,0,0,0,0
938,100,1190,TRUE,R_2WZIbV9lkmDOdyU,anonymous,EN,Chrome,88.0.4324.104,Windows NT 6.3,1364x768,XaFCKLiBsF  ,owfwvRk5I, xYksXycucR ,PWsjT8yuMy ,3gjfULxsod,9lh6O99uah,q7qfj5fG2 ,"Yes, I've played some version of this game before",Within the last month,Within the last 6 months,A few times a week,They were less skilled than most people,They were about as skilled as me,7 - Extremely helpful,92,I was less experienced than most people,I was less skilled than most people,5,5,"With a computer mouse

",,Google Chrome,,"Some teachers make brilliant assignments that combine learning ... process, by turning students offÅnot only making them feel that learning is not enjoyable or ... challenge you to contribute all you can to making homework meaningful and beneficial for ... classmate with the identical word, and another minute to write",35,Male,"Gender, marital status, and education",,"Yes, I only spoke English growing up",,,good,good,good,goodadvice,R_2WZIbV9lkmDOdyU,1190,0,0,0,1,0,0,0,0,0,0
939,100,2292,TRUE,R_OlIb4nJU78ZbWyl,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,HIIfzhim8I  ,gHhYmMLENq  ,1Yt7OpyuCO  ,PN40WUVsqH  ,Gp4TvcsP3H  ,3cwekVPZiD  ,mgcqCUwoho  ,"Yes, I've played some version of this game before",Within the last year,Within the last 3 years,A few times a year,They were less skilled than most people,They were less skilled than me,7 - Extremely helpful,100,I was as experienced as most people,I was more skilled than most people,5,6,"With a computer mouse

",,Google Chrome,,"Lion
Tiger 
Squirrel.
Dog.
Chimpanzee
Lion
Panda
Walrus.",39,Male,Other,orange,"Yes, I only spoke English growing up",,,"No errors.
","This study examines how people perform various games.

",Very Good Survey.,badadvice,R_OlIb4nJU78ZbWyl,2292,0,0,0,1,2,6,5,7,4,5
940,100,898,TRUE,R_3p9Xkm0ih54Yutk,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1920x1080,Lblw6OQDmZ  ,GUCkc5djSt  ,iP1m1uK03p  ,9dmhEqTNFM  ,51TR3aYgKg  ,tRv9G147X  ,01XseC1ezt  ,"No, I've never played any version of this game before",,,Less than once a year,They were about as skilled as most people,They were more skilled than me,5,20,I was as experienced as most people,I was as skilled as most people,10,18,"With a computer mouse

",,Google Chrome,,"Cat, dog, frog, rat, dolphin, whale, fish, hamster, eagle, tiger, lion, elephant,",40,Male,Other,orange,"Yes, I only spoke English growing up",,,No errors. ,If participants take advice.,"No further comments, thank you.",goodadvice,R_3p9Xkm0ih54Yutk,898,0,1,0,0,1,7,9,10,7,11
941,100,1934,TRUE,R_1FLjsHj8yG9VmfZ,anonymous,EN,Chrome,88.0.4324.150,Windows NT 6.3,1600x900,u8PPbtZ7ld,uFul0D7N0H  ,KBqSohNanQ  ,Y7NUWW0BJj  ,3aBVDWjGP8  ,OR0UNJYfb  ,mfdve7z1Pi  ,"No, I've never played any version of this game before",,,A few times a year,,,,NA,I was less experienced than most people,I was less skilled than most people,2,,"With a computer mouse

",,Google Chrome,,"lion, tiger, elephant, cat, dog, horse, ",30,Male,Other,orange,"Yes, I only spoke English growing up",,,No,Knowledge game.,Good survey.,control,R_1FLjsHj8yG9VmfZ,1934,0,0,1,0,4,3,2,1,0,2
942,100,1714,TRUE,R_XXJ5Me4roBoxC6d,anonymous,EN,Chrome,88.0.4324.104,Windows NT 6.3,1364x768,z4DbzHOF9l,rhrLMfJCZi,NKsJWb254U,Jw2GKVn3MR,vDUztuSQf,HiNMQIuzgk,hqqVCXgMpy,"Yes, I've played some version of this game before",Within the last month,Within the last year,A few times a month,They were about as skilled as most people,They were less skilled than me,6,67,I was less experienced than most people,I was as skilled as most people,2,2,"With a computer mouse

",,Google Chrome,,good and interesting useful,31,Male,Other,orange,"Yes, I only spoke English growing up",,,good,good,good,badadvice,R_XXJ5Me4roBoxC6d,1714,0,0,0,0,3,4,0,0,0,0
943,100,791,TRUE,R_Cgk3Ea5DQclabGp,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1920x1080,WHXtu4zG5T,pF3nPT8ZH,FwTweUEgCH,WPi0d8avT0,Lh2M9lGTlZ,lvztvn6xX,ts0cGPcosj,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were about as skilled as me,4,50,I was as experienced as most people,I was as skilled as most people,10,12,"With a computer mouse

",,Google Chrome,,"Dog, Cat, Giraffe, Monkey, Pig, Cow, Horse, Elephant, Mole, Badger, Possum, Raccoon, Beaver, Gerbil, Hamster, Guinee Pig, Parakeet, Parrot, Cockatiel, Chicken, Turkey, Mouse, Rat, ",25,Male,Other,orange,"Yes, I only spoke English growing up",,,,How quickly people can find words in a word scramble.,,goodadvice,R_Cgk3Ea5DQclabGp,791,1,1,1,0,7,12,8,8,12,16
944,100,872,TRUE,R_33BWabR5OBYMbva,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1680x1050,zMlPYymyEc,OUhLzXIqZO,NE52nsF3VK  ,V7Cr1I0xDv  ,mVK2OlN1TX,HdblDUoNc8  ,QRKuSa7iLS  ,"No, I've never played any version of this game before",,,A few times a month,They were about as skilled as most people,They were more skilled than me,5,38,I was less experienced than most people,I was as skilled as most people,7,12,"With a computer mouse

",,Google Chrome,,"gorilla, monkey, pug, rooster, chicken, goat, sheep, ram, elephant, bald eagle, hawk, snake, ",34,Male,Other,orange,"Yes, I only spoke English growing up",,,,how good you can find words.,,goodadvice,R_33BWabR5OBYMbva,872,1,1,0,0,4,5,7,8,7,10
945,100,746,TRUE,R_b9nu2NNK8OL97kl,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1536x864,JHuyJZbWkl  ,Wagzh3CPO4  ,njwZLqz6xG  ,NOTcfWqvj,REV5Om8WlE  ,TKqNr8fZR,RuaK5H6ld4  ,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 6 months,A few times a month,They were about as skilled as most people,They were less skilled than me,4,24,I was more experienced than most people,I was more skilled than most people,6,8,"With a computer mouse

",,Google Chrome,,"cat, dog, mouse, rabbit, boar, pig, horse, crab, otter, kangaroo, beaver, fish, lizard, snake, chameleon, chicken, cow, jaguar, cheetah, ",38,Female,Other,orange,"Yes, I only spoke English growing up",,,none,measuring how well people do at word finds?? ,"I  love Boggle, been playing it with my dad since I was a kid!",badadvice,R_b9nu2NNK8OL97kl,746,0,0,0,0,23,22,20,25,26,23
947,100,824,TRUE,R_2DMFgONYmrkY0ft,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,Ta6JsP9aXz  ,eUPTPUhl8s  ,61gbHK9oBa,LcxJ1p5r5J  ,9kcBiayBM  ,Bn70DszY04  ,Db8Yotb1zG  ,"No, I've never played any version of this game before",,,A few times a month,They were about as skilled as most people,They were about as skilled as me,7 - Extremely helpful,90,I was as experienced as most people,I was as skilled as most people,10,10,"With a computer mouse

",,Google Chrome,,cat pig dog horse camel deer beer giraffie elephant tiger lion ,30,Male,"Gender, marital status, and education",,"Yes, I only spoke English growing up",,,nothing,well,good,goodadvice,R_2DMFgONYmrkY0ft,824,0,0,0,1,3,2,6,8,6,10
948,100,1157,TRUE,R_TimjrWzrcayGOHL,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1366x768,BnNyMiOt9s,me9LOPHBMB  ,fTp03Ovwpg,wHD1nZhywm,HpQwVv5Kk1,mPyn3ZZz0o,IbP167cytG,"No, I've never played any version of this game before",,,A few times a month,They were about as skilled as most people,They were about as skilled as me,5,63,I was as experienced as most people,I was as skilled as most people,3,3,"With a computer mouse

",,Google Chrome,,"Cat, Pig, Tiger, Lion, Cammel, Horse, Dog, Peacock, Elephant, Cock, Crow, Mammal, ",25,Female,Other,orange,"Yes, I only spoke English growing up",,,Good,About the word scramble.,Good,badadvice,R_TimjrWzrcayGOHL,1157,1,0,1,0,1,3,6,4,2,6
949,100,2327,TRUE,R_3GCeblzmrLq2kGp,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1366x768,LiGvEvt3g3  ,l5K1q4RnCZ  ,wradFzURHV  ,WeRYaXkM2O  ,8faBfk7KH  ,GcV3UGuqS3  ,31w3MsL23i  ,"Yes, I've played some version of this game before",Within the last week,Within the last month,A few times a year,They were less skilled than most people,They were about as skilled as me,5,66,I was as experienced as most people,I was as skilled as most people,4,5,"With a trackpad

",,Mozilla Firefox,,"lion,dog,cheeta",33,Male,Other,orange,"Yes, I only spoke English growing up",,,nothing,gaming,i like to answer this survey,badadvice,R_3GCeblzmrLq2kGp,2327,0,0,1,0,0,2,4,4,6,6
950,100,1009,TRUE,R_eFpwNKpY9ae7b2x,anonymous,EN,Chrome,88.0.4324.96,Macintosh,1280x800,mq04MBxFDQ,Ybs68JeDU8,cZ3qlTx7nM,kJG0z9I8Dc,2R39aKRM7b,nZCjk5d5jm,UvObFDU1Qt,I'm not sure,,,I never play word-finding games,They were less skilled than most people,They were less skilled than me,5,54,I was less experienced than most people,I was less skilled than most people,,,"With a computer mouse

",,Google Chrome,,"TIGER,LION,DEER,WOLF",28,Male,Other,orange,"Yes, I only spoke English growing up",,,,,,goodadvice,R_eFpwNKpY9ae7b2x,1009,0,0,0,0,2,2,5,5,4,9
951,100,831,TRUE,R_1jyddj98hLrEDZu,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1600x900,k157q3xsC  ,BlT002a0UB  ,NHeMxDs0fu  ,UCnuTHUEn1  ,gjMLBXIcln  ,cku3GGd9S2  ,w7Mcl4TM42  ,"No, I've never played any version of this game before",,,A few times a week,They were about as skilled as most people,They were about as skilled as me,2,0,I was as experienced as most people,I was as skilled as most people,10,10,"With a trackpad

",,Google Chrome,,"cat, dog, elephant, giraffe, snake, dolphin, whale, shark, bear, lion, tiger, bear, seal, hawk, bird, eagle, lamb, sheep, cow, rabbit, fox, duck, capybara, ",45,Female,Other,orange,"Yes, I only spoke English growing up",,,no,unsure,,goodadvice,R_1jyddj98hLrEDZu,831,1,1,0,0,12,21,16,15,16,19
952,100,1160,TRUE,R_3luEX4Tt5NyoCqG,anonymous,EN,Chrome,88.0.4324.150,Windows NT 6.1,1366x768,wsnNOBHPls,IUlkLuTpBP,lwSvhPTrSt,RmfWWKLE,lvuIJ2aEpb,iikzZQkgaT,1Noqzia4t,"No, I've never played any version of this game before",,,I never play word-finding games,They were about as skilled as most people,They were about as skilled as me,5,60,I was less experienced than most people,I was less skilled than most people,12,15,"With a computer mouse

",,Google Chrome,,"giraffe,snake,lion,hyena,kangaroo,rhino,cat,dog,rabbit,zebra,tiger,rat,anteleop",30,Female,Other,orange,"Yes, I only spoke English growing up",,,NO,TESTING PEOPLE'S INTELLECT,,goodadvice,R_3luEX4Tt5NyoCqG,1160,1,0,0,0,6,10,14,12,12,13
953,100,1392,TRUE,R_3LbaNL2V5dZ9aVd,anonymous,EN,Chrome,88.0.4324.104,Windows NT 6.3,1364x768,Y0s30Thlv0 ,M0ZX8WtKDc ,1ulxj4R0t0 ,E2wQSyj7v  ,T1tT0yC7i8,svGE2Owfs8,10Eqt8ehhM  ,"Yes, I've played some version of this game before",Within the last month,Within the last 6 months,A few times a month,They were less skilled than most people,They were less skilled than me,7 - Extremely helpful,96,I was less experienced than most people,I was less skilled than most people,5,5,"With a computer mouse

",,Google Chrome,,"Some teachers make brilliant assignments that combine learning ... process, by turning students offÅnot only making them feel that learning is not enjoyable or ... challenge you to contribute all you can to making homework meaningful and beneficial for ... classmate with the identical word, and another minute to write",35,Male,"Gender, marital status, and education",,"Yes, I only spoke English growing up",,,good,goosd,good,badadvice,R_3LbaNL2V5dZ9aVd,1392,0,0,1,1,0,0,0,0,0,0
954,100,994,TRUE,R_C77nGqZawpVzxvj,anonymous,EN,Chrome,88.0.4324.186,CrOS x86_64 13597.94.0,1366x768,KiuzgdGRZ5,JGqvcirz4W,lWcnkorbf,I3jrxPCIc,sCGwDmzwp,tVuXXXTH4T,Pausg78X2,"No, I've never played any version of this game before",,,I never play word-finding games,They were more skilled than most people,They were more skilled than me,7 - Extremely helpful,75,I was less experienced than most people,I was less skilled than most people,10,15,"With a computer mouse

",,Google Chrome,,"elephant, lion, tiger, puma, dog, monkey, squirrel, panda, wolf, fox, cheetah, zebra, kangaroo",26,Male,Other,orange,"Yes, I only spoke English growing up",,,,,,badadvice,R_C77nGqZawpVzxvj,994,0,0,0,0,8,7,7,4,7,10
955,100,750,TRUE,R_eht1rRAI8vGH2kF,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,Sn9IwEE9IV,k8sM5fcTFb,KbIP5tsTrn,FvXxl0oZ2s,rKXdjSfZMj,N9seaKHuz5,kiFNBJX3d7,"Yes, I've played some version of this game before",Within the last week,Within the last 6 months,A few times a week,,,,NA,I was as experienced as most people,I was as skilled as most people,12,,"With a computer mouse

",,Google Chrome,,"lion, cat, dog, tiger, puma, giraffe, elephant, skunk, weasel, bear, squirrel, hyena, wolf, mouse, rate, gerbil, hamster, leopard, panther, jackal, ",49,Female,Other,orange,"Yes, I only spoke English growing up",,,,"I imagine it was some kind of cognitive test, but outside of that, I have no clue.",,control,R_eht1rRAI8vGH2kF,750,0,0,0,0,7,13,12,13,10,14
956,100,1082,TRUE,R_2uPUM2QgDsZbiwA,anonymous,EN,Chrome,88.0.4324.104,Windows NT 6.3,1364x768,JjRrygLgNN , YJxzrkmTxC  , CWCQaqhLQ1  ,slDXQ3dZ5  ,BZNpE9FKzp,JPGiiogEWx  , jSHTFdd5WZ  ,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 3 years,A few times a year,They were less skilled than most people,They were less skilled than me,6,86,,I was less skilled than most people,5,5,"With a computer mouse

",,Google Chrome,,"Some teachers make brilliant assignments that combine learning ... process, by turning students offÅnot only making them feel that learning is not enjoyable or ... challenge you to contribute all you can to making homework meaningful and beneficial for ... classmate with the identical word, and another minute to write out theSome teachers make brilliant assignments that combine learning ... process, by turning students offÅnot only making them feel that learning is not enjoyable or ... challenge you to contribute all you can to making homework meaningful and beneficial for ... classmate with the identical word, and another minute to write out the",35,Male,"Sexual orientation, relationship satisfaction",,"Yes, I only spoke English growing up",,,no,good,nice,badadvice,R_2uPUM2QgDsZbiwA,1082,NA,0,1,0,0,0,0,0,0,0
